area,areasize,areatype,Bedrooms,price
Kollur,1870.0,super area,3,100.0
,1650.0,super area,3,82.0
Dammaiguda,1000.0,super area,3,84.0
Triveni nagar,1150.0,super area,2,46.0
,1750.0,super area,3,112.00000000000001
Beeramguda,825.0,super area,2,32.0
Pragathi Nagar,1400.0,carpet area,3,53.0
,1450.0,super area,3,110.00000000000001
Golkonda Khurd,1357.0,super area,3,46.0
,812.0,carpet area,2,45.0
Bahadurpura West,1090.0,carpet area,2,60.0
Beeramguda,1510.0,super area,3,46.0
,1300.0,super area,2,83.0
Osman Nagar,1652.0,super area,3,75.0
Tarnaka,1030.0,carpet area,2,60.0
Velimela,1665.0,carpet area,3,50.0
Manneguda,900.0,super area,2,75.0
ECIL,950.0,carpet area,2,55.0
Peerzadiguda,850.0,super area,2,30.0
Rahmath nagar,1200.0,carpet area,4,59.0
P & T Colony-Dilsukh Nagar,540.0,carpet area,1,28.0
Kukatpally,1010.0,super area,2,75.0
Rakshapuram Colony,2430.0,super area,8,85.0
Ganesh Nagar-Quthbullapur,900.0,super area,2,50.0
Nampally,1200.0,super area,2,50.0
Quthbullapur,1000.0,super area,3,40.0
,450.0,carpet area,1,25.0
Rajendra Nagar,1424.0,carpet area,3,63.0
Saidabad,1200.0,super area,3,54.0
,1118.0,carpet area,3,47.0
Jeedimetla,3800.0,carpet area,6,130.0
Borabanda,1140.0,super area,2,80.0
,1150.0,super area,2,50.0
Shameerpet,2050.0,carpet area,3,125.0
,1166.0,super area,2,40.0
Chandrayanguttabalguda,1125.0,super area,3,140.0
Lingampally-Serilingampally,825.0,super area,2,40.0
Sangareddy,1800.0,super area,4,66.0
Kondapur,1476.0,super area,3,110.00000000000001
Bahadurpura,1100.0,super area,2,55.0
,1340.0,super area,3,65.0
Nagaram,1280.0,super area,2,49.0
,1230.0,super area,3,58.0
Anand Nagar Colony ,1475.0,super area,3,87.0
Attapur,2282.0,super area,3,125.0
Habsiguda,1590.0,carpet area,3,95.0
Rampally,1080.0,carpet area,2,65.0
Kanaka Durga Colony,1200.0,carpet area,2,130.0
Kowkur,1665.0,super area,3,75.0
Balapur,900.0,super area,2,46.0
,1629.0,super area,3,89.0
Yapral,1500.0,carpet area,3,78.0
Kukatpally,1133.0,super area,2,90.0
Financial District,970.0,super area,2,72.0
,1120.0,super area,2,65.0
Turkayamjal,2600.0,carpet area,2,110.00000000000001
Khairatabad,500.0,super area,2,30.0
Attapur,1692.0,super area,3,80.0
Attapur,1638.0,super area,2,145.0
,810.0,carpet area,2,35.0
,1050.0,super area,2,60.0
Shameerpet,1000.0,super area,2,25.0
Bachupally,1000.0,carpet area,2,45.0
Rampally,990.0,super area,2,63.0
Chengicherla,1800.0,carpet area,3,95.0
Kukatpally,1080.0,carpet area,2,66.0
,1030.0,carpet area,2,85.0
Kardhanur,1160.0,carpet area,2,45.0
Medipally,1001.0,carpet area,2,49.0
Madannapet,1000.0,super area,2,45.0
,1100.0,super area,2,27.5
Miyapur,920.0,carpet area,2,58.0
,1515.0,carpet area,3,80.0
Begumpet,1156.0,carpet area,3,97.0
Dammaiguda,1620.0,super area,4,100.0
Nizampet,1160.0,carpet area,2,72.0
,1050.0,carpet area,2,50.0
Srinivas Nagar,430.0,super area,1,24.0
Pragathi Nagar,1500.0,super area,3,65.0
,545.0,carpet area,2,13.5
Dhool Pet,3056.0,super area,4,120.0
Bachupally,1175.0,super area,2,76.0
,1260.0,super area,2,101.0
Hastinapuram,1175.0,super area,2,50.0
Bandlaguda Jagir,1686.0,carpet area,3,95.0
Madhava Nagar Colony,980.0,super area,2,42.0
LB Nagar,926.0,carpet area,2,77.0
Nacharam,1420.0,super area,2,58.0
Laxmiguda,900.0,super area,2,78.0
Ibrahim Bagh,900.0,super area,1,55.0
Hanuman Nagar-Meerpet,1265.0,super area,,60.0
Green Park Enclave,1045.0,carpet area,2,99.0
Manikonda,1385.0,super area,3,110.00000000000001
Bollaram,1065.0,super area,2,47.0
Kowkur,850.0,carpet area,2,34.0
,1800.0,super area,2,98.0
Himayatnagar,1836.0,super area,10,60.0
Nagaram,1350.0,super area,2,70.0
Neknampur,1403.0,super area,2,80.0
,1400.0,super area,3,49.0
,1300.0,super area,3,81.0
Isnapur,1197.0,super area,4,85.0
,1000.0,super area,3,45.5
Hafeez Baba Nagar North,828.0,super area,2,39.0
,960.0,carpet area,2,38.0
Yamnampet,650.0,carpet area,2,48.0
Miyapur,830.0,carpet area,2,43.0
Shankarpalli Road,980.0,carpet area,2,37.0
Miyapur,1280.0,carpet area,2,80.0
Borabanda,940.0,carpet area,2,60.0
,532.0,carpet area,1,27.0
Turkapally,1100.0,super area,2,25.0
Rajendra Nagar,1100.0,super area,2,44.0
Kompally,600.0,super area,1,24.0
Bank Colony-Kapra,1000.0,carpet area,2,35.5
Manikonda,1180.0,carpet area,2,60.0
Sainikpuri,1800.0,super area,3,120.0
RTC Colony-Chandanagar,1675.0,carpet area,3,110.00000000000001
Kompally,1000.0,super area,2,45.0
Begumpet,1200.0,super area,2,45.0
Kukatpally,896.0,super area,2,90.0
RTC Supervisors Colony,1100.0,super area,2,56.0
Saroornagar,800.0,super area,2,60.0
Chintal,750.0,carpet area,2,35.0
Yadagirigutta,400.0,super area,1,18.0
,196.0,carpet area,2,52.0
,3258.0,super area,3,35.0
Hema Nagar,2050.0,super area,2,85.0
Bahadurpally,540.0,carpet area,2,40.0
Amberpet,1025.0,carpet area,2,70.0
,900.0,super area,2,22.0
Saroornagar,2450.0,super area,3,110.00000000000001
,1200.0,super area,3,42.0
Dammaiguda,1584.0,super area,2,80.0
Mallapur,1200.0,super area,3,50.0
Puppalaguda,1583.0,carpet area,3,127.0
Puppalaguda,1525.0,super area,3,83.9
Miyapur,1176.0,carpet area,2,55.0
Toli Chowki,1080.0,super area,2,59.4
Mehdipatnam,,,,71.1
Miyapur,900.0,super area,2,55.0
Sanjiv Reddy Nagar,1260.0,super area,1,140.0
Nizampet,1206.0,super area,2,67.0
Pati,920.0,carpet area,2,34.6
Balkampet,1726.0,carpet area,3,136.0
Patancheru,1500.0,carpet area,3,45.0
Miyapur,1100.0,super area,2,54.5
Peerzadiguda,1260.0,super area,2,48.0
Himayath Nagar,657.0,carpet area,4,120.0
Medipally,980.0,carpet area,2,41.0
Miyapur,900.0,carpet area,2,55.2
Inamguda,925.0,super area,2,55.0
Manikeshwari Nagar,1170.0,carpet area,4,105.0
Yadagirigutta,500.0,carpet area,,27.0
Miyapur,1080.0,carpet area,2,55.0
Attapur,1000.0,super area,2,40.0
,1503.0,super area,2,120.0
Bapu Nagar-Langar Houz,125.0,carpet area,3,120.0
,1600.0,carpet area,3,54.0
Charminar,1026.0,super area,4,130.0
Sangareddy,1010.0,super area,2,34.0
Adibatla,1100.0,super area,2,38.0
,1130.0,super area,2,60.0
Beeramguda,2700.0,super area,4,130.0
Nallagutta,1489.0,super area,3,65.0
Bandlaguda Jagir,1200.0,super area,2,130.0
Balapur,1250.0,carpet area,2,71.0
Kothapet,1930.0,super area,3,149.0
Medchal,5400.0,super area,6,145.0
Mansoorabad,916.0,super area,2,36.0
Fathenagar,4000.0,super area,9,125.0
Narsingi,1740.0,super area,3,85.0
Almasguda,1100.0,carpet area,2,50.0
,1728.0,super area,3,75.0
,930.0,super area,2,28.5
Pragathi Nagar,1710.0,super area,3,70.0
Rampally,1000.0,carpet area,2,65.0
Maruthi Nagar,686.0,super area,1,25.0
,921.0,super area,3,27.0
Puppalaguda,1680.0,carpet area,3,90.0
Manneguda,1300.0,super area,2,67.0
Chandrayanagutta,900.0,super area,3,35.0
Badangpet,1350.0,carpet area,2,125.0
Manikonda,465.0,carpet area,1,26.5
,1152.0,carpet area,2,100.0
Kompally,930.0,super area,2,55.0
Miyapur,1620.0,super area,3,145.0
Bandlaguda Jagir,1250.0,carpet area,2,56.0
Sivanarayanapuram,900.0,super area,2,45.0
Ghatkesar,1377.0,super area,2,75.0
Attapur,2200.0,carpet area,4,125.0
Manikonda,1535.0,super area,3,75.0
,1050.0,super area,2,50.0
Tukkuguda,1130.0,super area,2,45.2
,2250.0,super area,4,100.0
Sai Ram Colony,1000.0,super area,2,45.0
Pocharam,1250.0,super area,2,45.4
Kukatpally,1250.0,super area,3,90.0
Kukatpally,250.0,carpet area,1,13.0
Pochhama Basti,1134.0,carpet area,2,120.0
Tellapur,2000.0,super area,3,110.00000000000001
Jeedimetla,1170.0,super area,2,50.0
Saroornagar,1540.0,carpet area,3,90.0
Nagole,1560.0,carpet area,3,110.00000000000001
Jagadgiri Gutta,450.0,super area,1,55.0
Patancheru,886.0,super area,2,36.0
Jahanuma,1000.0,super area,3,85.0
Rajendra Nagar,2300.0,carpet area,6,145.0
Patancheru,950.0,carpet area,2,34.0
Gajularamaram,1150.0,super area,2,50.6
Nanakram Guda,1935.0,super area,3,140.0
Kollur,1200.0,super area,2,37.5
Bandlaguda,1180.0,super area,2,60.0
Chandrayanguttabalguda,1530.0,super area,3,85.0
Toli Chowki,1250.0,super area,2,60.0
Ghatkesar,1440.0,carpet area,3,75.0
Manikonda,1150.0,super area,2,65.0
Shamshabad,5312.0,super area,6,149.0
Boduppal,1000.0,super area,2,43.0
,719.0,super area,2,40.0
Srinivas Nagar,47.0,super area,1,29.5
Lalapet,1350.0,super area,4,125.0
Pocharam,1895.0,super area,3,65.0
,950.0,carpet area,2,40.0
Manikonda,1050.0,super area,2,52.0
Alkapur Township,1250.0,carpet area,2,72.0
Gajularamaram,1005.0,super area,2,48.0
Shamshabad,900.0,super area,2,50.0
Suraram,1020.0,super area,2,40.0
,1150.0,carpet area,2,90.0
Sadashivpet,1800.0,carpet area,2,45.0
Chandanagar,1420.0,super area,3,71.0
Tellapur,1505.0,super area,3,75.0
Isnapur,197.0,carpet area,3,110.00000000000001
,2600.0,super area,4,130.0
Dammaiguda,1915.0,super area,2,50.0
,1530.0,super area,3,70.0
Boduppal,1024.0,super area,2,41.0
Gachibowli,1300.0,super area,2,100.0
Aminpur,1050.0,carpet area,2,51.0
Almasguda,1240.0,super area,2,75.0
Salala Barkas,1440.0,carpet area,7,65.0
Boduppal,1134.0,carpet area,2,120.0
Dammaiguda,125.0,carpet area,2,62.0
Matrusri Nagar,1350.0,super area,1,60.0
Beeramguda,1000.0,super area,2,55.0
New Malakpet,5000.0,super area,4,125.0
,1100.0,super area,2,72.0
Rampally,1100.0,carpet area,2,65.0
Dammaiguda,1150.0,carpet area,3,61.8
Uppal,1500.0,super area,2,76.4
Dundigal,780.0,carpet area,2,31.0
,1150.0,carpet area,2,79.0
Shamirpet,905.0,carpet area,2,22.0
Thorrur,900.0,carpet area,1,35.0
R K Puram,1250.0,super area,2,52.0
,1380.0,super area,3,75.9
Namalagundu,600.0,super area,1,22.0
Kondapur,1480.0,super area,3,100.0
Ragannaguda,600.0,super area,2,75.0
,675.0,carpet area,5,100.0
Beeramguda,500.0,super area,1,25.0
Dammaiguda,1660.0,super area,2,105.0
,1560.0,super area,3,62.0
,155.0,carpet area,2,125.0
Ram nagar,150.0,super area,2,15.0
Nagaram,1200.0,carpet area,4,130.0
Hafeezpet,1490.0,super area,3,95.0
Nandigama,1105.0,super area,2,47.0
,1100.0,carpet area,2,55.0
Patancheru,1200.0,carpet area,2,30.0
Narsingi,1380.0,super area,2,94.0
Uppal,2500.0,super area,4,100.0
Miyapur,1090.0,super area,2,61.0
Upparpally,1000.0,super area,2,85.0
Meerpet,1650.0,super area,4,65.0
Hanuman Nagar-Meerpet,1415.0,super area,3,68.5
Shastripuram,1750.0,super area,5,95.0
Nadargul,1250.0,super area,2,105.0
Chandrayanguttabalguda,1000.0,super area,2,65.0
,1265.0,super area,2,65.0
,1180.0,super area,3,47.0
Tellapur,1950.0,carpet area,3,135.0
Kompally,950.0,super area,2,42.8
Indra Nagar,720.0,super area,2,90.0
Kompally,1680.0,super area,3,90.0
Pragathi Nagar,800.0,super area,2,42.0
,1998.0,super area,3,90.0
Chengicherla,1350.0,super area,2,65.0
,1000.0,carpet area,2,65.0
,1545.0,carpet area,3,120.0
Kothapet,850.0,carpet area,2,45.0
Sayeedabad,1000.0,super area,2,45.0
Gajularamaram,1132.0,super area,2,56.0
Mamatha Nagar Colony,977.0,carpet area,2,77.0
Bahadurpura,75.0,carpet area,3,75.0
Saidabad Colony,1200.0,super area,2,70.0
Film Nagar,1050.0,carpet area,2,60.0
Madhapur,1000.0,super area,2,83.7
Adibatla,1100.0,super area,2,55.0
Gajularamaram,1485.0,super area,2,60.0
Manikonda,1046.0,super area,2,55.0
Gajularamaram,1000.0,super area,2,41.0
,1000.0,super area,2,50.0
Nizampet,1125.0,super area,2,46.0
Kompally,1521.0,carpet area,3,105.0
,1740.0,super area,3,145.0
Kondapur,1675.0,super area,3,95.0
Pragathi Nagar,950.0,carpet area,2,53.0
Old Malakpet,850.0,super area,2,28.0
Bolarum,3240.0,super area,4,140.0
Vasanth Nagar Colony,1175.0,super area,2,42.0
Kompally,1125.0,carpet area,2,65.0
Alkapur Township,1940.0,carpet area,3,90.0
Mithila Nagar-Meerpet,1150.0,super area,2,45.0
Gajularamaram,1530.0,super area,3,65.8
,1180.0,carpet area,3,49.0
Manikonda,1305.0,carpet area,3,70.0
Phanigiri Colony,813.0,super area,2,26.0
Dammaiguda,1197.0,carpet area,3,80.0
Lingampally-Serilingampally,725.0,carpet area,2,34.0
Nizampet,1090.0,super area,2,45.0
Hayathnagar,1250.0,carpet area,2,98.0
Serilingampally,700.0,super area,2,35.0
Hayathnagar,870.0,carpet area,2,50.0
,1302.0,carpet area,3,82.0
Sivaganga Colony,1125.0,carpet area,2,70.0
,1250.0,super area,2,55.0
New Green City,1350.0,super area,6,85.0
,1750.0,carpet area,3,58.0
Gowliguda,1180.0,carpet area,2,100.0
Hafeezpet,2000.0,super area,3,103.0
Chandrayanagutta,900.0,super area,4,80.0
Nagaram,1395.0,carpet area,4,110.00000000000001
Hayat Nagar,1500.0,carpet area,3,65.0
,930.0,carpet area,2,48.0
,100.0,carpet area,2,50.0
Thumkunta,1086.0,carpet area,2,36.0
Mallapur,1200.0,super area,2,70.0
Bongloor,1075.0,super area,2,57.0
Nallagandla,1475.0,super area,3,90.0
Badangpet,1200.0,super area,2,80.0
Saidabad Colony,1340.0,super area,3,63.0
Lingampally-Serilingampally,1250.0,super area,2,59.0
APHB Colony,1650.0,carpet area,3,127.0
Beeramguda,1080.0,super area,2,46.0
,1482.0,super area,3,105.0
Neknampur,1315.0,super area,3,75.0
Omer Colony,738.0,carpet area,6,55.0
Miyapur,1500.0,carpet area,3,75.0
Lal Darwaza,1300.0,carpet area,3,40.0
,925.0,super area,2,39.0
Tarapuri Colony,1250.0,super area,2,54.0
KPHB Road,940.0,carpet area,1,38.0
,810.0,super area,2,27.0
Mallampet,850.0,carpet area,2,37.0
Keesara,550.0,carpet area,2,30.0
Kardhanur,1050.0,carpet area,2,27.3
Gachibowli,1283.0,carpet area,2,99.0
Kompally,1250.0,super area,2,61.0
Bandlaguda Jagir,1300.0,super area,3,70.0
Chengicherla,1200.0,carpet area,2,102.0
Bachupally,1000.0,carpet area,2,45.0
Yapral,825.0,carpet area,2,50.0
Adibatla,793.0,super area,2,45.0
Manikonda,1600.0,super area,4,85.0
Kondapur,1050.0,super area,2,72.0
,1215.0,carpet area,2,80.0
Ghatkesar,1440.0,carpet area,2,65.0
Chenna Reddy Nagar,540.0,carpet area,1,65.0
,700.0,carpet area,2,15.0
Nagaram,1215.0,carpet area,2,63.0
Nizampet,850.0,carpet area,2,35.0
Dundigal,970.0,super area,2,27.0
,1300.0,super area,2,38.0
Langar Houz,900.0,super area,4,110.00000000000001
Moosapet,1050.0,carpet area,2,58.3
Boduppal,1350.0,super area,2,85.0
NH  9,850.0,super area,2,29.5
Peeramcheru,1030.0,super area,2,65.0
,650.0,carpet area,1,35.0
Dilsukh Nagar,1150.0,super area,2,40.0
,850.0,carpet area,2,54.0
Apurupa Township,2200.0,super area,3,100.0
Ghatkesar,1100.0,carpet area,2,52.0
Chengicherla,2700.0,super area,4,130.0
Nagarjuna Nagar colony,2296.0,super area,3,124.0
,1600.0,super area,3,75.0
Madhura Nagar,850.0,carpet area,2,37.0
Machabollaram,230.0,carpet area,1,95.0
Chintal,1080.0,super area,10,60.0
,1450.0,carpet area,3,65.0
Beeramguda,1350.0,super area,3,88.0
Hanuman Nagar-Meerpet,875.0,carpet area,2,43.0
Shadnagar,2500.0,carpet area,4,100.0
Shameerpet,1250.0,carpet area,3,30.0
,1150.0,carpet area,2,78.0
Santosh Nagar,820.0,super area,2,42.0
Boduppal,2500.0,carpet area,3,135.0
,1230.0,super area,2,54.0
Kokapet,900.0,carpet area,2,95.0
Moula Ali,1365.0,super area,3,63.0
,1174.0,super area,2,40.0
Beeramguda,1050.0,carpet area,2,100.0
,1625.0,super area,3,70.0
Munganoor,1800.0,super area,3,105.0
Manikonda,1100.0,carpet area,2,48.0
Keesara,1300.0,super area,2,45.0
Nizampet,1042.0,carpet area,2,38.0
,1480.0,super area,2,65.0
,1440.0,super area,2,55.0
Kavadiguda,1050.0,super area,2,70.0
Mansoorabad,1282.0,super area,2,76.0
Bandlaguda Jagir,2000.0,super area,3,100.0
Munganoor,1341.0,super area,4,80.0
Amberpet,450.0,super area,1,40.0
,900.0,carpet area,2,85.0
Shapur Nagar,1620.0,super area,3,80.0
,1085.0,super area,2,58.0
Kukatpally,1056.0,super area,2,50.0
Nawab Saheb Kunta,3090.0,super area,9,70.0
Gayatri Nagar-Godavari Homes,1402.0,super area,3,68.0
Isnapur,1350.0,carpet area,6,100.0
,1000.0,super area,2,65.0
,1030.0,carpet area,2,46.5
Kollur,819.0,carpet area,2,37.4
Nizampet,1600.0,super area,3,65.0
Toli Chowki,1800.0,super area,3,80.0
Nagaram,2950.0,carpet area,2,109.00000000000001
,1197.0,super area,4,95.0
,1350.0,super area,4,120.0
Nadargul,1350.0,super area,2,55.0
,750.0,super area,2,28.0
Gajularamaram,953.0,super area,2,48.0
Pedda Amberpet,1312.0,super area,2,38.0
Manneguda,2400.0,super area,4,80.0
Kompally,1250.0,super area,2,50.0
Aziz Bagh Colony,1300.0,carpet area,3,65.0
,1050.0,super area,2,74.0
Pragathi Nagar,1120.0,carpet area,2,63.4
Balapur,850.0,super area,2,23.0
Chengicherla,2000.0,super area,3,120.0
King Koti,1010.0,super area,2,46.0
Pragathi Nagar,1535.0,super area,3,52.0
Bachupally,1524.0,super area,3,70.8
,1300.0,carpet area,4,82.0
Mallampet,1050.0,super area,2,35.0
,810.0,super area,2,25.0
Nizampet,1176.0,super area,2,55.0
Pedda Amberpet,2200.0,super area,3,130.0
Almasguda,1100.0,super area,2,56.0
Silpa Park,1364.0,super area,2,95.0
,100.0,carpet area,2,50.0
Gopanapalli,1575.0,super area,3,67.0
Manikonda,1200.0,super area,2,65.0
Gachibowli,960.0,super area,2,77.0
Bachupally,1030.0,carpet area,2,42.0
Upparpally,1490.0,super area,3,74.5
Kukatpally,1440.0,super area,2,130.0
Aminpur,1250.0,super area,2,105.0
Bandlaguda Jagir,1180.0,super area,2,65.0
,1050.0,carpet area,2,51.0
,2230.0,super area,3,145.0
Dammaiguda,1250.0,super area,2,26.0
Kondapur,1775.0,super area,3,125.0
Madhapur,1245.0,super area,2,72.0
Hitech City,1500.0,super area,3,130.0
Saket,4200.0,carpet area,5,148.0
,1760.0,super area,3,80.0
,1050.0,super area,2,49.0
,1400.0,carpet area,3,48.0
Malkajgiri,1200.0,super area,2,140.0
Ram nagar,446.0,super area,1,45.0
Chaitanyapuri,800.0,carpet area,2,40.0
Lalaguda,1800.0,super area,3,85.0
HMT Swarnapuri Colony,1225.0,super area,2,55.0
Himayath Nagar,1000.0,super area,2,73.9
Ghatkesar,1200.0,super area,3,42.0
Kondapur,1908.0,super area,3,130.0
Nizampet,1050.0,super area,2,48.4
Kompally,1300.0,carpet area,3,74.3
Beeramguda,1050.0,carpet area,2,50.0
Chanda Naik Nagar,750.0,super area,2,38.0
Medipally,119.0,super area,3,119.0
Miyapur,1020.0,carpet area,2,55.0
Toli Chowki,1490.0,super area,3,58.0
Ramachandra Puram,1260.0,super area,2,120.0
Rakshapuram Colony,900.0,super area,1,98.0
Isnapur,960.0,super area,2,37.0
Malkajgiri,900.0,super area,2,55.0
Chaitanyapuri,1000.0,carpet area,2,40.0
,950.0,super area,2,37.0
,1416.0,super area,3,56.0
Kondapur,1600.0,super area,4,96.0
Bachupally,1000.0,super area,2,44.4
Uppal,1197.0,super area,2,90.0
Khairatabad,630.0,super area,1,27.0
Begum Bazar,80.0,super area,5,9.9
Dammaiguda,999.0,super area,2,55.0
Kondapur,1623.0,super area,3,135.0
,2070.0,carpet area,5,120.0
,400.0,carpet area,1,22.0
Bandari Layout,1100.0,carpet area,2,49.0
,1059.0,super area,3,60.0
Tatianaram,1395.0,super area,2,80.0
,2008.0,carpet area,3,78.0
